blockNumber,txHash,token_symbols,token_addresses,pools,pool_addresses
16092604,0x833db7e5ff1d1d04b7f430b9d4b9619258ada439709f6d96a220b7fef8dd0ae5,ICHI WETH WBTC,0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,ICHI-WETH-0.0005(usp3) WBTC-WETH-0.0005(usp3) ICHI-WBTC-0.003(usp3),0x4f845c5ccf059002894d4e05cad5735ceceed68b 0x4585fe77225b41b697c938b018e2ac67ac5a20c0 0x1622f1bef90233a6993f3bc85759adf5b9d9d7b9
16092604,0xce4d4f79adc7081dcd93913de3b81794be513da6b046c77dae0ca03a222bdd30,VERI 1LP-ETH-VERI WETH,0x8f3470a7388c05ee4e7af3d01d8c722b0ff52374 0xfd979c8c2b4b42bf6bec5191a413ab800c767602 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,VERI-WETH(usp2),0xf21638ee30e1ee8ccff28c08583f0b5ca208dab1
16092605,0x354314db504c8cf8adb0e262d45b46eef038beaaef0e1a16b9ea8e01df969436,WETH TRU,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x4c19596f5aaff459fa38b0f7ed92f11ae6543784,TRU-WETH(sush) TRU-WETH(usp2),0xfceaaf9792139bf714a694f868a215493461446d 0xec6a6b7db761a5c9910ba8fcab98116d384b1b85
16092608,0x21a4ce5e3feced976b93fc937ba6e6317c931261c897f9a2ff5cf7ed99c14964,ICHI WETH wNXM,0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x0d438f3b5175bebc262bf23753c1e53d03432bde,ICHI-WETH-0.0005(usp3) wNXM-ICHI-0.003(usp3) wNXM-WETH(usp2),0x4f845c5ccf059002894d4e05cad5735ceceed68b 0x96467eae14bf1da07b5fedd07b2a4030b8f1481d 0x23bff8ca20aac06efdf23cee3b8ae296a30dfd27
16092612,0xe3e0f7b5b51df3a7eee33d47d97129c7c0e2523cd11cbd46980ab5ea192784bb,Metis ICHI WETH,0x9e32b13ce7f2e80a01932b42553652e053d6ed8e 0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ICHI-Metis-0.003(usp3) Metis-WETH-0.003(usp3) ICHI-WETH-0.0001(usp3),0x699ab3d405da40e2a0a9e61a5c58aa41a69fa900 0x1c98562a2fab5af19d8fb3291a36ac3c618835d9 0xe26f349579241af61c4b3f97cdf39abdd3211452
16092619,0x53498f3e2c99c68ee7d42785c60c8a89d6e00311ec2fac49b6c5a7e4f21807a4,WETH UFO,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b,UFO-WETH(usp2),0x97e1fcb93ae7267dbafad23f7b9afaa08264cfd8
16092626,0xc9e7403d59fd2f4f312cda1fb0b5367320698b0ae4987b2d6f7397919bc01f9c,USDC WETH DYP,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x961c8c0b1aad0c0b10a51fef6a867e3091bcef17,DYP-USDC(usp2) DYP-WETH(usp2) USDC-WETH-0.0001(usp3),0xabd9c284116b2e757e3d4f6e36c5050aead24e0c 0xba7872534a6c9097d805d8bee97e030f4e372e54 0xe0554a476a092703abdb3ef35c80e0d76d32939f
16092628,0x74f385ab1a59f882e4c872624b603440870a07b55496ec22679682e5d5d4c8bc,WETH SDL,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xf1dc500fde233a4055e25e5bbf516372bc4f6871,WETH-SDL-0.010(usp3) WETH-SDL(sush),0x498495e3ee98241993304c1a16fcc061cee6c2f8 0x0c6f06b32e6ae0c110861b8607e67da594781961
16092629,0x0ef99208012f8ae64f00683cc18b296435d91474067d8295fd7510215dd16c82,USDC WETH DSD,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xbd2f0cd039e0bfcf88901c98c0bfac5ab27566e3,DSD-WETH(usp2) USDC-DSD(usp2) USDC-WETH(usp2),0x9127ecda2976c0476c434c1cf8a472d7b86cdc0a 0x66e33d2605c5fb25ebb7cd7528e7997b0afa55e8 0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc
16092641,0x39c587f91159a2cd53439ff7e8598624b5a3e71fef3acf801eca0d1d2bded8b4,MYST WETH,0x4cf89ca06ad997bc732dc876ed2a7f26a9e7f361 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,MYST-WETH(usp2) MYST-WETH-0.010(usp3),0x5c56bf84dcbb1d3f9646528a68520b7e21791ddd 0xbc844c2ecd719b8a9df3ede6a28c6bb06322b176
16092641,0x20f359d833f7749139dd53c80c2012c0bcd925c24af478199b0f9db6f321488e,MYTH WETH GMEE,0xba41ddf06b7ffd89d1267b5a93bfef2424eb2003 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xd9016a907dc0ecfa3ca425ab20b6b785b42f2373,MYTH-WETH(usp2) WETH-GMEE(usp2) MYTH-GMEE(usp2),0xf7bb3cbe60e63bb3d5dc40fb48f1857b40660b2f 0x4c083084c9d50334b343c44ec97d16011303cc73 0x65d012401ba1176ae6ca82296cee7854ee5a43ed
16092643,0x2b8660e03b69ddb0f8cd82209615ad85735f2a92828e4695b2ab15b843bd4f7f,ETHM WETH,0xfd957f21bd95e723645c07c48a2d8acb8ffb3794 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH-ETHM-0.010(usp3),0xc60604a8e104940cf28f4fd9af8abb06dc50b812
16092645,0x958e9622c3ced6be6b28ba5af8044e26bd0137ac727f89b80872b07ab4269867,BONE WETH,0x9813037ee2218799597d83d4a5b6f3b6778218d9 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BONE-WETH-0.003(usp3),0xb011e4eb4111ef00b620a5ed195836dcd69db1ff
16092649,0xc780dddd55198682a37b895156adfa2bd883d83e52fc0e3410bc17f1cdd1e216,HDRN HEX WETH,0x3819f64f282bf135d62168c1e513280daf905e06 0x2b591e99afe9f32eaa6214f7b7629768c40eeb39 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,HDRN-WETH-0.003(usp3) HEX-WETH-0.003(usp3) HEX-HDRN(usp2),0x78d4704c65dfd869f7f44d78c3fbbbdb5b412c71 0x9e0905249ceefffb9605e034b534544684a58be6 0x035a397725d3c9fc5ddd3e56066b7b64c749014e
16092649,0x88ad993fbc37ea8a502187f326dce712bc8b478ac45831e6044a4a226b7d45d5,HEX WETH,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,HEX-WETH(usp2) HEX-WETH-0.003(usp3),0x55d5c232d921b9eaa6b37b5845e439acd04b4dba 0x9e0905249ceefffb9605e034b534544684a58be6
16092650,0xd9215f581fd0600a0cbfef8ec801651071c5fcc12981b923564e76fc09410233,USDC HEX,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,HEX-USDC-0.003(usp3) HEX-USDC(usp2),0x69d91b94f0aaf8e8a2586909fa77a5c2c89818d5 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824
16092651,0xe7e18cbc866c85564f54266ef94f27acfc12126fc1f01800647241d00c436198,USDC WFLOW REVV,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0x5c147e74d63b1d31aa3fd78eb229b65161983b2b 0x557b933a7c2c45672b610f8954a3deb39a51a8ca,REVV-USDC(usp2) WFLOW-USDC-0.003(usp3) REVV-WFLOW-0.003(usp3),0xacbf3c973eeec20c573ec930ce31198afb4ad0d5 0xd4292615a8e9edc07cba49c1a9cbb93b873a181e 0xb87b5cb00c8263a64e5cd51e777be3f6e65643ad
16092651,0x062ec3e45314d459a48d9757424335c1d982090c13d491f4744240a93a1f071b,LIL WETH,0xb603b3fc4b5ad885e26298b7862bb6074dff32a9 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,LIL-WETH(sush) LIL-WETH-0.010(usp3),0xb8d59e30c27fe51e3b914a5c1984b73c261089ff 0x6f0b78af63ede312bccb0924689525bac578c8fd
16092653,0xd6dce2d1dc06307f71ec685a0fcdb80abd163e6dad3fcddfa12ea6cfd5a72391,WETH MATIC,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,MATIC-WETH-0.003(usp3),0x290a6a7460b308ee3f19023d2d00de604bcf5b42
16092653,0x717d8d0b29d721818aa4e8599b567aff6f4d8f932730537947ef51081376a889,USDC WETH FTM,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x4e15361fd6b4bb609fa63c81a2be19d873717870,FTM-USDC-0.010(usp3) FTM-WETH(sush) USDC-WETH-0.0005(usp3),0xc04c717941d17aaf37f645e9e96ca0aa42fe244a 0x0e26a21013f2f8c0362cfae608b4e69a249d5efc 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640
16092654,0x9042f643ac149f7a3923580bb51d1651e8c62c17b2409f8aff5c5019de4747b8,WETH FTM MATIC,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x4e15361fd6b4bb609fa63c81a2be19d873717870 0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,MATIC-WETH-0.003(usp3),0x290a6a7460b308ee3f19023d2d00de604bcf5b42
16092657,0x8020d09e6e39fa34e6bff06fb68ac1d029e1728e9d49104cdc8640ce43286acd,WOO WETH ZCN,0x4691937a7508860f876c9c0a2a617e7d9e945d4b 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xb9ef770b6a5e12e45983c5d80545258aa38f3b78,ZCN-WETH(usp2) WOO-WETH(usp2),0xa6890ac41e3a99a427bef68398bf06119fb5e211 0x6ada49aeccf6e556bb7a35ef0119cc8ca795294a
16092658,0x94729cdb1f5938c3e01f11bec48a21b5aa331b9dae34c7b9d735cb9e2c6e9a73,MILK2 SHAKE WETH,0x80c8c3dcfb854f9542567c8dac3f44d709ebc1de 0x6006fc2a849fedaba8330ce36f5133de01f96189 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,MILK2-WETH(usp2) SHAKE-WETH(usp2) SHAKE-MILK2(usp2),0xee802b312a957e00dd7bbc08eec8bb93d40e981d 0x8f30ba1f75ec27a014591789d117a1bb4703bff8 0x9f319e265b8189b5b5c2152cacc791b95b3da180
16092659,0x765cb018fbddc5ca48366492b3dd30143e686522120a709a89d8eb764912b9c0,BNT LINK WETH,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c 0x514910771af9ca656af840dff83e8264ecf986ca 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,LINK-WETH-0.003(usp3),0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8
16092661,0x4bfbf337b7468e1e99d7813e2a8334f16918466e93553dd558c3278a857a5869,HDRN HEX WETH,0x3819f64f282bf135d62168c1e513280daf905e06 0x2b591e99afe9f32eaa6214f7b7629768c40eeb39 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,HDRN-WETH-0.003(usp3) HEX-WETH-0.003(usp3) HEX-HDRN(usp2),0x78d4704c65dfd869f7f44d78c3fbbbdb5b412c71 0x9e0905249ceefffb9605e034b534544684a58be6 0x035a397725d3c9fc5ddd3e56066b7b64c749014e
16092661,0x41fed7cd9f73e5c3b1ac0f653885809b698001cc0059680a6e60521683280b77,BTRFLY WETH,0xc55126051b22ebb829d00368f4b12bde432de5da 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH-BTRFLY-0.010(usp3),0x3e6e23198679419cd73bb6376518dcc5168c8260
16092661,0x15d23fd6f0fe9b07f9d1b5f54cd81b9e31b5ee7439b119d5915bdce73331f165,USDC HDRN HEX WETH dUSDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0x3819f64f282bf135d62168c1e513280daf905e06 0x2b591e99afe9f32eaa6214f7b7629768c40eeb39 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x84721a3db22eb852233aeae74f9bc8477f8bcc42,HEX-USDC-0.003(usp3) HDRN-USDC(usp2) HEX-HDRN(usp2),0x69d91b94f0aaf8e8a2586909fa77a5c2c89818d5 0x841bb1966c1d1b80634111691471c667e4c2bfe4 0x035a397725d3c9fc5ddd3e56066b7b64c749014e
16092661,0x6c998da84d920b25c65764abc88796ac0d09fa4b68d74e37dd3c7127a7c596f2,USDC HDRN HEX WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0x3819f64f282bf135d62168c1e513280daf905e06 0x2b591e99afe9f32eaa6214f7b7629768c40eeb39 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDC-WETH-0.003(usp3) USDC-WETH-0.0005(usp3) HEX-HDRN-0.010(usp3) HEX-USDC-0.003(usp3) HDRN-USDC-0.010(usp3),0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 0x4a97b4da0d43e1d36952e239cfda8922e8643931 0x69d91b94f0aaf8e8a2586909fa77a5c2c89818d5 0xe859041c9c6d70177f83de991b9d757e13cea26e
16092662,0x0d1399a5cc487eeeeade195fa4ca977a2058ac9a3c8013d13b358a5935a05716,USDC HDRN HEX ICSA,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0x3819f64f282bf135d62168c1e513280daf905e06 0x2b591e99afe9f32eaa6214f7b7629768c40eeb39 0xfc4913214444af5c715cc9f7b52655e788a569ed,HDRN-ICSA-0.010(usp3) HEX-USDC(usp2) HDRN-USDC(usp2) HEX-ICSA(usp2),0x4676b75eecf653c0a439b5744f52f70674e8fb07 0xf6dcdce0ac3001b2f67f750bc64ea5beb37b5824 0x841bb1966c1d1b80634111691471c667e4c2bfe4 0xbaaf3b7a0b9de67de3097420d31800a885db6b41
16092662,0x90f89da218ec2f2e539761644ae4951ca24d2bbdcbc520de97fffdc884cfc3c6,HDRN WETH,0x3819f64f282bf135d62168c1e513280daf905e06 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,HDRN-WETH-0.010(usp3) HDRN-WETH-0.003(usp3),0xf745b36540a1606f69630da6c6bd9930351b0c68 0x78d4704c65dfd869f7f44d78c3fbbbdb5b412c71
16092664,0x77d6ad45d8f0ac05db5a11db28304f00b7feb0339a305cec42fe000a449fe430,BNT WETH ENJ,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,WETH-ENJ-0.003(usp3),0xe16be1798f860bc1eb0feb64cd67ca00ae9b6e58
16092665,0xe29acd15103ae3933d1ac0d54f1e25be93d9a56423fa5506b65be01dbd48f21a,USDC HDRN PP,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0x3819f64f282bf135d62168c1e513280daf905e06 0x9565c2036963697786705120fc59310f747bcfd0,HDRN-USDC-0.010(usp3) PP-USDC(usp2) HDRN-PP-0.003(usp3),0xe859041c9c6d70177f83de991b9d757e13cea26e 0x03dff868e1c7837bf578078530acb94efc45681f 0x75dcfa4e64600ce50b0a946824c2736df6b0fda9
16092666,0x53f5596912008a64215753737f7f8a8577e8a027ec46aa032e28c754de1d7d32,USDC WETH DBI,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x2de509bf0014ddf697b220be628213034d320ece,USDC-WETH-0.0001(usp3) DBI-WETH(usp2),0xe0554a476a092703abdb3ef35c80e0d76d32939f 0xdedf7b429c3a23b1b243a7348934745772b50c84
16092671,0xcf9b489f72bfe2cee41cd919856027a3b74ce0a7b704f38ff8d97f6ccf59a104,GSWAP USDC SFS-LP LINK WETH SHIB,0xaac41ec512808d64625576eddd580e7ea40ef8b2 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0x35cdd6acbe6b0753f3305c295d673e342a2e819f 0x514910771af9ca656af840dff83e8264ecf986ca 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,LINK-USDC-0.003(usp3) SHIB-USDC-0.003(usp3) GSWAP-WETH(usp2),0xfad57d2039c21811c8f2b5d5b65308aa99d31559 0xe9131a276fd07af729b5537a429346e8affc67e0 0x1e9ed2a6ae58f49b3f847eb9f301849c4a20b7e3
16092671,0x0a29db452325eb64201ec00fcc0f1d9a1f0aa0ff4f36e50fdd8080d02f9e45ca,RNG ENS WETH COMP,0x3b94440c8c4f69d5c9f47bab9c5a93064df460f5 0xc18360217d8f7ab5e7c516566761ea12ce7f9d72 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xc00e94cb662c3520282e6f5717214004a7f26888,WETH-ENS(sush) RNG-COMP-0.003(usp3) RNG-ENS-0.003(usp3),0xa1181481beb2dc5de0daf2c85392d81c704bf75d 0x565a7439e64ccbf398598ed994746c1ad6a417ad 0x54323522ac3227e15261dd03d1406e490ec28cf4
16092671,0xfba93f05908d52d94bda9a592cdfefe33a5e52fff91e40f4e53fb7e9b8022a32,USDC PBX USDT,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xd528cf2e081f72908e086f8800977df826b5a483 0xdac17f958d2ee523a2206206994597c13d831ec7,USDC-PBX(usp2) USDC-USDT-0.0001(usp3),0x4d52f033b7a667c3db46fa358d07f768010dabfd 0x3416cf6c708da44db2624d63ea0aaef7113527c6
16092691,0x248eb910fa5e5ca6f104ce50b0b1440c506ba9e67ef2b5a1d193e3bad5f74c3e,RPL WETH ZCN,0xd33526068d116ce69f19a9ee46f0bd304f21a51f 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xb9ef770b6a5e12e45983c5d80545258aa38f3b78,WETH-RPL-0.003(usp3) ZCN-WETH(usp2),0xe42318ea3b998e8355a3da364eb9d48ec725eb45 0xa6890ac41e3a99a427bef68398bf06119fb5e211
16092695,0x8bb5f5fe259bccf2475d509bab3e328e6a0415c9f202fcacd88416694597d0c2,WETH API3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x0b38210ea11411557c13457d4da7dc6ea731b88a,API3-WETH-0.003(usp3) API3-WETH(usp2),0x495864cad6cf60e97efcd3f14ff8b1f167956ba2 0x4dd26482738be6c06c31467a19dcda9ad781e8c4
16092698,0x9b63c0575e4ac7e5ae5b7225eb2d2ca619b8abf3de7a21f21da78953211d6571,DINU LINK FTX Token WETH REQ,0xbb1ee07d6c7baeb702949904080eb61f5d5e7732 0x514910771af9ca656af840dff83e8264ecf986ca 0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x8f8221afbb33998d8584a2b05749ba73c37a938a,WBTC_25/WETH_22.50/AAVE_12.50/LINK_10/REN_10/BAND_10/BAL_10(blcr) DAI_20.00/USDC_18.46/WETH_15.38/REQ_46.15(blcr) DINU-WETH-0.010(usp3) UNI-V2(mkr) REQ-WETH(usp2) FTX Token-WETH(sush) FTX Token-WETH(usp2) DINU-WETH(usp2),0x49ff149d649769033d43783e7456f626862cd160 0x69d460e01070a7ba1bc363885bc8f4f0daa19bf5 0xd94fdb60194fefa7ef8b416f8ba99278ab3e00dc 0xa2107fa5b38d9bbd2c461d6edf11b11a50f6b974 0x4a7d4be868e0b811ea804faf0d3a325c3a29a9ad 0x7825de5586e4d2fd04459091bbe783fa243e1bf3 0xf04543fbf20daee9b0357db966428ef2a4ae0f5a 0x76d3142ac9891aa69bdb1a96eabb907561596ad3
16092708,0xd8c810f1e8e52e9951563ed3429f8170223c12cc256da251b4b782e7902d9cfe,USDC WETH REQ,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x8f8221afbb33998d8584a2b05749ba73c37a938a,REQ-WETH(usp2) USDC-WETH-0.0005(usp3) DAI_20.00/USDC_18.46/WETH_15.38/REQ_46.15(blcr),0x4a7d4be868e0b811ea804faf0d3a325c3a29a9ad 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 0x69d460e01070a7ba1bc363885bc8f4f0daa19bf5
16092712,0x96c18a0dd0a51a10cbdc85cbd6834c6b78bf8fa5b88e5c12a779571dee479e29,VERSE WETH,0x7ae0d42f23c33338de15bfa89c7405c068d9dc0a 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,VERSE-WETH(usp2),0x4dbe0898bb125a5fa7afd2b7c0c6f54743fdf808
16092718,0xaaee591cffe55a4d6787d47495a8e7d3d419d36d8ca22745bd31bc8f827fcd67,USDC HDRN HEX,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0x3819f64f282bf135d62168c1e513280daf905e06 0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,HEX-USDC-0.003(usp3) HDRN-USDC-0.010(usp3) HEX-HDRN-0.010(usp3),0x69d91b94f0aaf8e8a2586909fa77a5c2c89818d5 0xe859041c9c6d70177f83de991b9d757e13cea26e 0x4a97b4da0d43e1d36952e239cfda8922e8643931
16092721,0xe9fe5289c96decb8055b87964c37148183da193076fde8b1da246fca546f2f46,ORN WETH,0x0258f474786ddfd37abce6df6bbb1dd5dfc4434a 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ORN-WETH(usp2),0x6c8b0dee9e90ea9f790da5daf6f5b20d23b39689
16092738,0xf951dc65b625918ca98f994f441dab97b8ff3f695414011d9193e687e568ed08,USDC TSUKA WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc5fb36dd2fb59d3b98deff88425a3f425ee469ed 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDC-TSUKA-0.010(usp3) USDC-TSUKA(usp2),0x216fb666dd61600e74f7b2ca25a38aa99db1a4e9 0x67cea36eeb36ace126a3ca6e21405258130cf33c
16092742,0xf1d16da9528e627695e6ebf59ab32e1ee1b231ec4afc2bf6cc0fc5f1fcc3c010,HEX WETH DBI,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x2de509bf0014ddf697b220be628213034d320ece,DBI-WETH-0.010(usp3) HEX-DBI-0.010(usp3) HEX-WETH-0.003(usp3),0x2ca1d6950182d28434f89a719ed9e915b8c417b5 0xd1b20f2a76015f702a544a7c13b5ca2ac12c7bff 0x9e0905249ceefffb9605e034b534544684a58be6
16092744,0x300d09ca77e71969c748b7f75a2b7f614c18368455ee2554ddf347f475e75f31,WETH PSP DBI,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xcafe001067cdef266afb7eb5a286dcfd277f3de5 0x2de509bf0014ddf697b220be628213034d320ece,DBI-WETH-0.010(usp3) WETH-PSP(sush) DBI-WETH(usp2),0x2ca1d6950182d28434f89a719ed9e915b8c417b5 0x458ae80894a0924ac763c034977e330c565f1687 0xdedf7b429c3a23b1b243a7348934745772b50c84
16092746,0xa93d3f79419d0715d56a6138935985754358e8c99c855bf3737c74f2cf0eba62,USDC XSGD WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0x70e8de73ce538da2beed35d14187f6959a8eca96 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,XSGD-WETH-0.0005(usp3) USDC-WETH-0.0005(usp3) XSGD-USDC-0.0005(usp3),0xfca9090d2c91e11cc546b0d7e4918c79e0088194 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705
16092750,0x60abe9c6ecd87c4173547b1eb9d39ce8ce25ed74004acb21d5f6369dadd2b82b,WETH WBTC MATIC SUSHI,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599 0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0 0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI-WETH(sush) WBTC-WETH-0.0005(usp3) (curv),0x795065dcc9f64b5614c407a6efdc400da6221fb0 0x4585fe77225b41b697c938b018e2ac67ac5a20c0 0xd51a44d3fae010294c616388b506acda1bfaae46
16092750,0x7992a8a87952301660ac6e552e137d47f5ed5ada1d2bc9f1ac51484d2835a12f,WOO USDC,0x4691937a7508860f876c9c0a2a617e7d9e945d4b 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,WOO-USDC(sush) WOO-USDC(usp2),0xf5ca27927ffb16bd8c870dcb49750146cce8217c 0xbbc95e1eb6ee476e9cbb8112435e14b372563038
16092752,0x4731cb46417e5393d6741ff3d4da00d69d3b1b0e2c84599162f130390dda6c77,WETH WBTC,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC-WETH-0.0005(usp3) (curv),0x4585fe77225b41b697c938b018e2ac67ac5a20c0 0xd51a44d3fae010294c616388b506acda1bfaae46
16092754,0x9f91534f7e7e983ab11170854195734d397f0b56c214bfce09202ca3abb96e63,WETH USDT sUSD,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdac17f958d2ee523a2206206994597c13d831ec7 0x57ab1ec28d129707052df4df418d58a2d46d5f51,susd(curv),0xa5407eae9ba41422680e2e00537571bcc53efbfd
16092755,0x69f81d8995059aa25d776c8b0e57c01d4d7a91215da32df28f875cecc28a63fc,USDC HEX WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0x2b591e99afe9f32eaa6214f7b7629768c40eeb39 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,HEX-USDC-0.003(usp3),0x69d91b94f0aaf8e8a2586909fa77a5c2c89818d5
16092758,0xa4c332b38855ee4a180c4b64ed632da453294adcc88519228247b71c233a7c45,CRO LINK WETH TRU MATIC SUSHI,0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b 0x514910771af9ca656af840dff83e8264ecf986ca 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x4c19596f5aaff459fa38b0f7ed92f11ae6543784 0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0 0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,WBTC_25/WETH_22.50/AAVE_12.50/LINK_10/REN_10/BAND_10/BAL_10(blcr) SUSHI-WETH(sush) SUSHI-MATIC(sush) LINK-WETH-0.003(usp3) TRU-WETH(sush) MATIC-WETH(usp2),0x49ff149d649769033d43783e7456f626862cd160 0x795065dcc9f64b5614c407a6efdc400da6221fb0 0x7a2feafed3b16b86420dc2f0e635cfc709ceb9c3 0xa6cc3c2531fdaa6ae1a3ca84c2855806728693e8 0xfceaaf9792139bf714a694f868a215493461446d 0x819f3450da6f110ba6ea52195b3beafa246062de
16092758,0x5982dc3b01673056d55b65d78a8072662e65c885c355363dfc9dabc6503e2a31,ACX USDC WETH wstETH,0x44108f0223a3c3028f5fe7aec7f9bb2e66bef82f 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,ACX-USDC-0.010(usp3),0xb975debd497c1cc6cdcb9f4246ef4903e842671f
