blockNumber,txHash,token_symbols,token_addresses,pools,pool_addresses
16086237,0x53ce2285cd62c16cb31cde24aee58297a00d364d1a0b5dff61a15eadad323e31,HOT WETH USDT,0x6c6ee5e31d828de241282b9606c8e98ea48526e2 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdac17f958d2ee523a2206206994597c13d831ec7,WETH-USDT(usp2) HOT-WETH(usp2),0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852 0xf5ef67632cd2256d939702a126fe2c047d0a07bf
16086240,0x8f4f504d11cb5a944c30864c8eddcedec00fd7d528934a4fd4515f6c2a439641,BTRFLY WETH DAI BTRFLYETH-f,0xc55126051b22ebb829d00368f4b12bde432de5da 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x6b175474e89094c44da98b954eedeac495271d0f 0x7483dd57f6488b0e194a151c57df6ec85c00ace9,DAI-WETH-0.0005(usp3),0x60594a405d53811d3bc4766596efd80fd545a270
16086242,0x4c8a6c5496bb5ae656ac1e17da87efb678cf69a8e359ff0717912fdd3afaf38c,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16086243,0x0dcc849d538e91194bef4726917ba0e5713d68a2938f5c74ae95d2fb2c3ec6f2,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16086244,0xe4b7b7df083fa9387fc3eb3a258c02a4edd2a33a74af62c298e85dfabdc362ca,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16086244,0xe0916ac3e406ceb3409304f1e3c1a29ae1b25199e8e620e0ee5f20df7be803a8,SRM WETH,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,SRM-WETH(usp2) SRM-WETH(sush),0xcc3d1ecef1f9fd25599dbea2755019dc09db3c54 0x117d4288b3635021a3d612fe05a3cbf5c717fef2
16086246,0x01c065867fe79ad1e5a13ab5e9bc78c2d1e1a76370c198f1191c7dddf21eb9e7,BTRFLY WETH,0xc55126051b22ebb829d00368f4b12bde432de5da 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH-BTRFLY-0.010(usp3),0x3e6e23198679419cd73bb6376518dcc5168c8260
16086248,0x540554b89e9f66a111d713e57f730c03958801b9e0030abcf8ecb002b0df19bc,CREAM WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush),0xf169cea51eb51774cf107c88309717dda20be167
16086249,0xe46d039fa06e8a4ec8147c68bd6e4a8d5a9e01ef22e6ffa3535dc5099a619080,STC USDC WETH LEAN USDT,0x15b543e986b8c34074dfc9901136d9355a537e7e 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xfb83869f7ee52aebaddea254f647953afb1f99f8 0xdac17f958d2ee523a2206206994597c13d831ec7,STC-USDC-0.010(usp3) USDT-LEAN-0.010(usp3) WETH-USDT-0.0005(usp3) USDC-WETH-0.0005(usp3) STC-LEAN-0.010(usp3),0x684fb455b9734a142385a8e11c26dc5b0901d961 0x0179eac7402915c64431019d76875a7e5d86f7fd 0x11b815efb8f581194ae79006d24e0d814b7697f6 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 0x5d594686f5510f95e90eeab72bf25008e35bf264
16086251,0xbe8e284ae976a5d8f0411cf166c898765d0b38fe492a94f6c496316c149d0070,renBTC WBTC WETH,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ren(curv) WBTC-WETH-0.0005(usp3) WBTC-renBTC-0.0005(usp3),0x93054188d876f558f4a66b2ef1d97d16edf0895b 0x4585fe77225b41b697c938b018e2ac67ac5a20c0 0x3730ecd0aa7eb9b35a4e89b032bef80a1a41aa7f
16086252,0x904a8c543e7bb6fe707147865f40db91061b5ff2d4bf97502c96bd20237feb8c,renBTC WBTC WETH,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ren(curv) WBTC-WETH-0.0005(usp3) WETH-renBTC-0.0005(usp3),0x93054188d876f558f4a66b2ef1d97d16edf0895b 0x4585fe77225b41b697c938b018e2ac67ac5a20c0 0xda2b18487a4012c46344083982afbea6871d7ac3
16086253,0x8d2963d232be79d4fac782f24a9a3a6ab527ab8c108f3ff4c44ec73087e792eb,renBTC WETH WBTC,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC-renBTC-0.0005(usp3),0x3730ecd0aa7eb9b35a4e89b032bef80a1a41aa7f
16086253,0x0c2452640fe1e07d7eedee43a06648af5dc50c15372e3006f2ed5c2c36603c24,FUN USDC WETH WBTC,0x419d0d8bdd9af5e606ae2232ed285aff190e711b 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC-FUN-0.0001(usp3) USDC-WETH-0.0005(usp3) FUN-WETH-0.0001(usp3) WBTC-USDC-0.0005(usp3),0x3ffedcddd268511acc44ae67845bdd56c8417fa4 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 0x29f0096512b4af1d689c1a11a867a6e707a8dcde 0x9a772018fbd77fcd2d25657e5c547baff3fd7d16
16086254,0xc17aebf4e52243dceac0ab044684c42fe5217b186bb3b809eb5feb13ddb75822,CREAM PICKLE WETH,0x2ba592f78db6436527729929aaf6c908497cb200 0x429881672b9ae42b8eba0e26cd9c73711b891ca5 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CREAM-WETH(sush) PICKLE-WETH(usp2),0xf169cea51eb51774cf107c88309717dda20be167 0xdc98556ce24f007a5ef6dc1ce96322d65832a819
16086254,0xaa18e555309e88b1017fea9e24d1669636922bf050ad16c552d992c5bee70532,renBTC WBTC WETH,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WBTC-WETH-0.0005(usp3) WETH-renBTC-0.0005(usp3) sbtc(curv),0x4585fe77225b41b697c938b018e2ac67ac5a20c0 0xda2b18487a4012c46344083982afbea6871d7ac3 0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714
16086255,0xcd54ffa85ae13c5f3bb44e69f6ddf023d6606e40110e9648beee2c7cda521c32,renBTC WBTC WETH,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WBTC-WETH-0.0005(usp3) sbtc(curv) WBTC-renBTC-0.0005(usp3),0x4585fe77225b41b697c938b018e2ac67ac5a20c0 0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714 0x3730ecd0aa7eb9b35a4e89b032bef80a1a41aa7f
16086255,0xc27815efb8695efbb3310dffe1aaef2a83cac4d4933555aaa79629477bfdc778,BONE SHIB WETH,0x9813037ee2218799597d83d4a5b6f3b6778218d9 0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BONE-WETH-0.003(usp3) SHIB-WETH-0.003(usp3),0xb011e4eb4111ef00b620a5ed195836dcd69db1ff 0x2f62f2b4c5fcd7570a709dec05d68ea19c82a9ec
16086257,0xa7886949a7c66a1e126520b03106203061cf4626e9689365c6b47ad420474bf3,FUN renBTC WETH WBTC,0x419d0d8bdd9af5e606ae2232ed285aff190e711b 0xeb4c2781e4eba804ce9a9803c67d0893436bb27d 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC-FUN-0.0001(usp3) sbtc(curv) WETH-renBTC-0.0005(usp3) FUN-WETH-0.0001(usp3),0x3ffedcddd268511acc44ae67845bdd56c8417fa4 0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714 0xda2b18487a4012c46344083982afbea6871d7ac3 0x29f0096512b4af1d689c1a11a867a6e707a8dcde
16086263,0xe78eaee610d5b913d4e2470b68b8a0b41976c1c1790cbb938c5ac10b398e43f5,VLX USDC WETH,0x8c543aed163909142695f2d2acd0d55791a9edb9 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,VLX-WETH(usp2) USDC-WETH(usp2),0xecc558b8db3f95d043844442f51187ceb534d17a 0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc
16086266,0x248341a165f0825680160062d65e4901ee44911ce9e906a8eb5c339ec3507657,GSWAP WETH SHROOM,0xaac41ec512808d64625576eddd580e7ea40ef8b2 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xed0439eacf4c4965ae4613d77a5c2efe10e5f183,WETH-SHROOM(usp2) GSWAP-WETH(usp2),0x7d611e4cf1c7b94561c4caa5602f329d108336e3 0x1e9ed2a6ae58f49b3f847eb9f301849c4a20b7e3
16086267,0x0d9c4978f7a1f2297bba3bea6551ac21cc2e00b36372b05e2665ed4bbb581023,BOB WETH USDT,0xb0b195aefa3650a6908f15cdac7d92f8a5791b0b 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdac17f958d2ee523a2206206994597c13d831ec7,WETH-USDT-0.0005(usp3) BOB-WETH-0.0005(usp3) BOB-USDT-0.0001(usp3),0x11b815efb8f581194ae79006d24e0d814b7697f6 0x3887e82dbdbe8ec6db44e6298a2d48af572a3b78 0x0230ddd838e499865405042560e72aa38324acd1
16086267,0xbcdf69d055699ae8b28cdd2705e7a91715dc8aa8f47aa3ba1d6d3c18a7e93524,WETH DOGE USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x4206931337dc273a630d328da6441786bfad668f 0xdac17f958d2ee523a2206206994597c13d831ec7,DOGE-WETH(usp2) WETH-USDT-0.0005(usp3) DOGE-USDT(usp2),0xc0067d751fb1172dbab1fa003efe214ee8f419b6 0x11b815efb8f581194ae79006d24e0d814b7697f6 0xfcd13ea0b906f2f87229650b8d93a51b2e839ebd
16086267,0xffdeb79b86f677691fbca65a6150a3b94f99f44bb1b6f98a347a84f16cf23665,USDC GYEN WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc08512927d12348f6620a698105e1baac6ecd911 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDC-GYEN-0.0005(usp3) WETH-GYEN-0.0005(usp3) USDC-WETH-0.0001(usp3),0x1837164d1ac7cb56d75c8964aab903a26ee02286 0x94d0ba2c98211852f0a41e13f83cbb522ebcc090 0xe0554a476a092703abdb3ef35c80e0d76d32939f
16086267,0x52472b8c654ece992db495305b3ac5892e283948298d90b290f2c9b311610f11,USDC XSGD renBTC WBTC WETH GUSD USDT SHROOM,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0x70e8de73ce538da2beed35d14187f6959a8eca96 0xeb4c2781e4eba804ce9a9803c67d0893436bb27d 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x056fd409e1d7a124bd7017459dfea2f387b6d5cd 0xdac17f958d2ee523a2206206994597c13d831ec7 0xed0439eacf4c4965ae4613d77a5c2efe10e5f183,USDT-SHROOM(usp2) XSGD-USDC-0.0005(usp3) XSGD-WETH-0.0005(usp3) WETH-SHROOM(usp2) GUSD-WETH(usp2) USDC-WETH-0.0005(usp3) sbtc(curv) GUSD-USDT-0.003(usp3),0x20b2ef197302be35c4c08f466a646e5da75a86e3 0x6279653c28f138c8b31b8a0f6f8cd2c58e8c1705 0xfca9090d2c91e11cc546b0d7e4918c79e0088194 0x7d611e4cf1c7b94561c4caa5602f329d108336e3 0x61247d8aca1c485a50728e1336d9b26c8339e701 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 0x7fc77b5c7614e1533320ea6ddc2eb61fa00a9714 0x951c82acc7374c5718c149e746d00c0605d7a69d
16086267,0x7223faee7484a776c51845ab339508618218ae2e9143a733c41926deb4d002f1,BTRFLY WETH DAI BTRFLYETH-f,0xc55126051b22ebb829d00368f4b12bde432de5da 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x6b175474e89094c44da98b954eedeac495271d0f 0x7483dd57f6488b0e194a151c57df6ec85c00ace9,DAI-WETH-0.0005(usp3),0x60594a405d53811d3bc4766596efd80fd545a270
16086268,0x64e82a68b5aeb642c3efc972d341e016969f9c3ddafbdf78b0c90d3e167cb77c,WETH USDT DAI,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdac17f958d2ee523a2206206994597c13d831ec7 0x6b175474e89094c44da98b954eedeac495271d0f,WETH-USDT-0.0005(usp3) DAI-USDT-0.0005(usp3),0x11b815efb8f581194ae79006d24e0d814b7697f6 0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77
16086269,0x893ee2868a6c1f7a55dd464f69aee08c51a45b52b141742ebc51c826decd087d,FUN USDC WETH WBTC,0x419d0d8bdd9af5e606ae2232ed285aff190e711b 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC-FUN-0.0001(usp3) USDC-WETH-0.0005(usp3) FUN-WETH-0.0001(usp3) WBTC-USDC-0.0005(usp3),0x3ffedcddd268511acc44ae67845bdd56c8417fa4 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 0x29f0096512b4af1d689c1a11a867a6e707a8dcde 0x9a772018fbd77fcd2d25657e5c547baff3fd7d16
16086269,0x1eb71928019adb54ba8f9ce7ea9a35de913953522d9e5d423c82f245a98a3170,USDC WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDC-WETH-0.0005(usp3),0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640
16086269,0x657490a4d5364debefff15dc5152d9ef817110ac34051d8a6692c8a43c77cbd2,WETH USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdac17f958d2ee523a2206206994597c13d831ec7,WETH-USDT-0.0005(usp3),0x11b815efb8f581194ae79006d24e0d814b7697f6
16086270,0xe5af5b517cf6fca3e21f9bade64056e595f21123024df3e7ae33ac17d194c959,WETH DAI,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x6b175474e89094c44da98b954eedeac495271d0f,DAI-WETH-0.0005(usp3),0x60594a405d53811d3bc4766596efd80fd545a270
16086272,0x6ceaeb8f2ca72bd736592c36aa22704ae090e078d866f3ec334668ef383c2f34,USDC WETH GALA,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,USDC-WETH-0.003(usp3) GALA-USDC-0.010(usp3) GALA-WETH-0.003(usp3),0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8 0xd73ea444eef6faf5423b49be3448e94ed214f1ec 0xf8a95b2409c27678a6d18d950c5d913d5c38ab03
16086273,0x827b4181fb929d2d97c558839292c186cf55c9ca8811e958b8b0256bd12c38e0,STC USDC WETH LEAN USDT,0x15b543e986b8c34074dfc9901136d9355a537e7e 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xfb83869f7ee52aebaddea254f647953afb1f99f8 0xdac17f958d2ee523a2206206994597c13d831ec7,STC-USDC-0.010(usp3) USDT-LEAN-0.010(usp3) WETH-USDT-0.0005(usp3) USDC-WETH-0.0005(usp3) STC-LEAN-0.010(usp3),0x684fb455b9734a142385a8e11c26dc5b0901d961 0x0179eac7402915c64431019d76875a7e5d86f7fd 0x11b815efb8f581194ae79006d24e0d814b7697f6 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 0x5d594686f5510f95e90eeab72bf25008e35bf264
16086273,0x7e948ed2c527fc9d33c8ff2f63c306648cba01aacf4d4b09a0560b12ced89bbb,WETH GALA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,GALA-WETH(sush) GALA-WETH-0.003(usp3),0xfa405a40d3fe345e3d5e460c8d9da39ac0fb13bd 0xf8a95b2409c27678a6d18d950c5d913d5c38ab03
16086274,0x7cd91e9c727eda85578eb6a88f1a21416758e240f9f60909131c0e27717f66cb,RARI WETH,0xfca59cd816ab1ead66534d82bc21e7515ce441cf 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH-RARI(usp2) WETH-RARI(sush),0x86fef14c27c78deaeb4349fd959caa11fc5b5d75 0x53aabccae8c1713a6a150d9981d2ee867d0720e8
16086275,0x1a6d394cd64c59402f84aefb67792422c933f16517cef675f472728199bb0e56,USDC MPL WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0x33349b282065b0284d756f0577fb39c158f935e6 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,MPL_50/WETH_50(blcr) USDC-WETH-0.0001(usp3) MPL-USDC(usp2),0x30b705bfa64be9ae395bd9238efc63e9f5f8d1cc 0xe0554a476a092703abdb3ef35c80e0d76d32939f 0x7b28470032da06051f2e620531adbaeadb285408
16086276,0x69d8cb80585266f639f65adfae42868ad9252f99b42c360c7819b499eeff606c,USDC FOLD WETH,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xd084944d3c05cd115c09d072b9f44ba3e0e45921 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDC-FOLD-0.010(usp3) USDC-WETH-0.0005(usp3) WETH-FOLD(sush),0xe081eeab0adde30588ba8d5b3f6ae5284790f54a 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 0xa914a9b9e03b6af84f9c6bd2e0e8d27d405695db
16086276,0xb288f2edd3152b5f5aeeaa578e698cd702b8221cf8412e6fd520f4f925a2b69d,WETH FOLD,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xd084944d3c05cd115c09d072b9f44ba3e0e45921,WETH-FOLD(sush),0xa914a9b9e03b6af84f9c6bd2e0e8d27d405695db
16086278,0x8bf5fe45b5863dfb7fa60839ea1d12e1bf129113db03ef37cfb918dd0a3f840b,WETH FOLD wstETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xd084944d3c05cd115c09d072b9f44ba3e0e45921 0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,wstETH-WETH-0.0005(usp3) AAVE_12.50/YFI_12.50/EUL_12.50/STG_12.50/wstETH_12.50/ENS_12.50/FOLD_12.50/YGG_12.50(blcr) WETH-FOLD(sush),0xd340b57aacdd10f96fc1cf10e15921936f41e29c 0x176648c0b8e98ad12bede0b99715e92aa74046a5 0xa914a9b9e03b6af84f9c6bd2e0e8d27d405695db
16086279,0x4fd57934dec96cbac6070fe5a44cea3920cd733d7518737c0c9ca39264b1b4f9,USDC WETH FOLD agEUR,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xd084944d3c05cd115c09d072b9f44ba3e0e45921 0x1a7e4e63778b4f12a199c062f3efdd288afcbce8,agEUR-USDC-0.0001(usp3) WETH-FOLD-0.010(usp3) agEUR-WETH-0.0005(usp3) USDC-WETH-0.0005(usp3) WETH-FOLD(sush),0x735a26a57a0a0069dfabd41595a970faf5e1ee8b 0x5ecef3b72cb00dbd8396ebaec66e0f87e9596e97 0x8db1b906d47dfc1d84a87fc49bd0522e285b98b9 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 0xa914a9b9e03b6af84f9c6bd2e0e8d27d405695db
16086279,0x7781370520426afab53699bcb8057284b22ad60f2deafcb9cb92d3b6785b1f0f,WETH USDT NEST,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0xdac17f958d2ee523a2206206994597c13d831ec7 0x04abeda201850ac0124161f037efd70c74ddc74c,NEST-USDT(usp2) NEST-WETH(usp2),0x65b1785c9db3bfd93cc389609facae5c8f65c43a 0x46836bb2551b23c5aad4775b7e04c18c0fdf0f4b
16086282,0x510cfd4bd088a7456e29a3e51868f6dc0d1a1838bc5a3edbb3d536e4f098a712,WETH renDOGE,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x3832d2f059e55934220881f831be501d180671a7,renDOGE-WETH(sush),0xb46736888247c68c995b156ca86426ff32e27cc9
16086282,0xdd0b70941f74dc23d3129243a0435277c9df1c8d2d52f897deb8fa3f03a759e1,SHIT WETH,0x4e4a47cac6a28a62dcc20990ed2cda9bc659469f 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,SHIT-WETH-0.010(usp3) SHIT-WETH(usp2),0x93c212b82c41dc99ba8ff5b21e03946da567ae6f 0x9112d1761124d4ec7aca02014d6e215970f87e33
16086283,0x80ba4d224f85169626e6ddbb950128023554e37aac4c0d6b5000b44198767023,sETH2 SWISE WETH,0xfe2e637202056d30016725477c5da089ab0a043a 0x48c3399719b582dd63eb5aadf12a40b4c3f52fa2 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,SWISE-sETH2-0.003(usp3) WETH-sETH2-0.0005(usp3) SWISE-WETH-0.010(usp3),0x992f534fcc87864875224d142d6bf054b1882160 0xdadcf64babfb566785f1e9dfc4889c5e593dddc7 0x15d12305d0f57c99d947e66d4164094ffccf78fc
16086283,0xc2091dc822c3db89e2cd27d617ef8123246a81205112d739be819e75d83a5036,BTRFLY WETH,0xc55126051b22ebb829d00368f4b12bde432de5da 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH-BTRFLY-0.010(usp3),0x3e6e23198679419cd73bb6376518dcc5168c8260
16086284,0x3d9753568015bc46d8a43f41006def2b7bf02a22f099b4785488a42b0d394020,WETH GALA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,GALA-WETH(sush) GALA-WETH-0.003(usp3),0xfa405a40d3fe345e3d5e460c8d9da39ac0fb13bd 0xf8a95b2409c27678a6d18d950c5d913d5c38ab03
16086287,0x48fb7a222fe57b17648da946c4d24284af72bc2cea987ef665b210746f07edd2,WETH TOWN GALA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x3dd98c8a089dbcff7e8fc8d4f532bd493501ab7f 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,GALA-WETH(sush) TOWN-WETH-0.010(usp3) GALA-TOWN-0.003(usp3),0xfa405a40d3fe345e3d5e460c8d9da39ac0fb13bd 0xa9c5b677f0ed59d39d3f441dcb5daf0d6e276b5b 0x8452d58c1ec45016a668d1c8ab4179551abf7124
16086287,0x91af0b92f1ec7b12ac6c584ae4e60ea83bc79ca3faa5954e3d2ac556c7a1fa69,WETH GALA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,GALA-WETH(sush) GALA-WETH-0.003(usp3),0xfa405a40d3fe345e3d5e460c8d9da39ac0fb13bd 0xf8a95b2409c27678a6d18d950c5d913d5c38ab03
16086288,0x81a030152ba0c54982ac3664b65eb48b2a0eaa397477f8fb5d08bbc884389411,WETH TOWN GALA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x3dd98c8a089dbcff7e8fc8d4f532bd493501ab7f 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,GALA-WETH(usp2) TOWN-WETH-0.010(usp3) GALA-TOWN-0.003(usp3),0xbe19c32b4cd202407e8eeb73e4e2949438461ae3 0xa9c5b677f0ed59d39d3f441dcb5daf0d6e276b5b 0x8452d58c1ec45016a668d1c8ab4179551abf7124
16086288,0x7dac931889285a98ecb02fa7df2070a3f97acaa8a0598971695099e202764c6c,USDC WETH GALA,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,USDC-WETH-0.0005(usp3) GALA-USDC-0.010(usp3) GALA-WETH-0.003(usp3),0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640 0xd73ea444eef6faf5423b49be3448e94ed214f1ec 0xf8a95b2409c27678a6d18d950c5d913d5c38ab03
16086289,0x13ce83c9c6926cf3363c99414df603e7df1fee361dda17a4ea3b1100e41eba8f,USDC WETH DBI,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x2de509bf0014ddf697b220be628213034d320ece,DBI-USDC-0.010(usp3) DBI-WETH(usp2) USDC-WETH-0.0005(usp3),0xb0592d4ec3ceaf56d332329246da282a70cc4b9c 0xdedf7b429c3a23b1b243a7348934745772b50c84 0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640
16086294,0xc2c2f28b927404e0d94abf6d16b9ec7decb759291de57e0eea1865f7f3fce757,APE USDT,0x4d224452801aced8b2f0aebe155379bb5d594381 0xdac17f958d2ee523a2206206994597c13d831ec7,APE-USDT-0.003(usp3) APE-USDT(sush),0x3ed96d54be53868edbc3ad5ccc4995710d187dc4 0xb27c7b131cf4915bec6c4bc1ce2f33f9ee434b9f
16086295,0x243bf760a25692af7c0cd4d9fdb2398ecffe0d54a92fd06139972e10521fea9c,BTRFLY WETH,0xc55126051b22ebb829d00368f4b12bde432de5da 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH-BTRFLY-0.010(usp3),0x3e6e23198679419cd73bb6376518dcc5168c8260
16086296,0x602719247210b02986963cee5ed0fdb4b059dc8bf121c3d189a2825029630b68,WETH GALA,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2 0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,GALA-WETH(sush) GALA-WETH-0.003(usp3),0xfa405a40d3fe345e3d5e460c8d9da39ac0fb13bd 0xf8a95b2409c27678a6d18d950c5d913d5c38ab03
